1,682,,1,0,24/05/2019,26/05/2019
2,603,,1,0,25/05/2019,27/05/2019
3,1148,,1,0,25/05/2019,27/05/2019
4,78,,1,0,24/05/2019,26/05/2019
5,741,,1,0,25/05/2019,27/05/2019
6,52,,1,0,25/05/2019,26/05/2019
7,347,,1,0,25/05/2019,27/05/2019
8,927,,1,0,25/05/2019,27/05/2019
9,162,,1,0,25/05/2019,27/05/2019
10,204,,1,0,24/05/2019,27/05/2019
11,520,,1,0,24/05/2019,26/05/2019
12,1111,,1,0,25/05/2019,27/05/2019
13,189,,1,0,25/05/2019,27/05/2019
14,1000,,1,0,25/05/2019,27/05/2019
15,481,,1,0,25/05/2019,26/05/2019
16,606,,1,0,25/05/2019,27/05/2019
17,498,,1,0,24/05/2019,26/05/2019
18,808,,1,0,25/05/2019,26/05/2019
19,190,,1,0,25/05/2019,27/05/2019
20,939,,1,0,25/05/2019,26/05/2019
21,412,,1,0,24/05/2019,26/05/2019
22,326,,1,0,24/05/2019,26/05/2019
23,858,,1,0,25/05/2019,26/05/2019
24,109,,1,0,24/05/2019,27/05/2019
25,706,,1,0,25/05/2019,26/05/2019
26,1019,,1,0,25/05/2019,27/05/2019
27,168,,1,0,25/05/2019,26/05/2019
28,1045,,1,0,25/05/2019,26/05/2019
29,957,,1,0,25/05/2019,27/05/2019
30,262,,1,0,24/05/2019,27/05/2019
31,888,,1,0,24/05/2019,27/05/2019
32,1028,,1,0,25/05/2019,27/05/2019
33,751,,1,0,25/05/2019,26/05/2019
34,1177,,1,0,24/05/2019,27/05/2019
35,500,,1,0,25/05/2019,26/05/2019
36,876,,1,0,24/05/2019,26/05/2019
37,702,,1,0,24/05/2019,26/05/2019
38,1176,,1,0,24/05/2019,26/05/2019
39,111,,1,0,25/05/2019,26/05/2019
40,463,,1,0,25/05/2019,26/05/2019
41,812,,1,0,25/05/2019,27/05/2019
42,1043,,1,0,25/05/2019,26/05/2019
43,114,,1,0,25/05/2019,26/05/2019
44,122,,1,0,24/05/2019,26/05/2019
45,778,,1,0,25/05/2019,27/05/2019
46,441,,1,0,25/05/2019,26/05/2019
47,524,,1,0,25/05/2019,26/05/2019
48,515,,1,0,25/05/2019,26/05/2019
49,241,,1,0,25/05/2019,26/05/2019
50,386,,1,0,25/05/2019,26/05/2019
51,130,,1,0,24/05/2019,27/05/2019
52,520,,1,0,24/05/2019,27/05/2019
53,682,,1,0,25/05/2019,26/05/2019
54,98,,1,0,25/05/2019,27/05/2019
55,911,,1,0,24/05/2019,26/05/2019
56,151,,1,0,24/05/2019,27/05/2019
57,685,,1,0,24/05/2019,26/05/2019
58,1128,,1,0,24/05/2019,27/05/2019
59,579,,1,0,24/05/2019,27/05/2019
60,547,,1,0,24/05/2019,27/05/2019
61,608,,1,0,25/05/2019,27/05/2019
62,533,,1,0,25/05/2019,26/05/2019
63,1065,,1,0,24/05/2019,27/05/2019
64,121,,1,0,25/05/2019,27/05/2019
65,163,,1,0,24/05/2019,27/05/2019
66,422,,1,0,24/05/2019,27/05/2019
67,185,,1,0,24/05/2019,27/05/2019
68,618,,1,0,25/05/2019,26/05/2019
69,533,,1,0,24/05/2019,26/05/2019
70,864,,1,0,24/05/2019,26/05/2019
71,517,,1,0,24/05/2019,27/05/2019
72,327,,1,0,25/05/2019,26/05/2019
73,1161,,1,0,24/05/2019,26/05/2019
74,316,,1,0,25/05/2019,27/05/2019
75,761,,1,0,24/05/2019,26/05/2019
76,744,,1,0,24/05/2019,26/05/2019
77,69,,1,0,25/05/2019,26/05/2019
78,673,,1,0,24/05/2019,27/05/2019
79,662,,1,0,25/05/2019,27/05/2019
80,528,,1,0,25/05/2019,26/05/2019
81,926,,1,0,25/05/2019,26/05/2019
82,1171,,1,0,24/05/2019,27/05/2019
83,67,,1,0,24/05/2019,26/05/2019
84,475,,1,0,25/05/2019,26/05/2019
85,1017,,1,0,24/05/2019,27/05/2019
86,385,,1,0,25/05/2019,27/05/2019
87,289,,1,0,25/05/2019,27/05/2019
88,1164,,1,0,25/05/2019,26/05/2019
89,838,,1,0,24/05/2019,27/05/2019
90,306,,1,0,25/05/2019,27/05/2019
91,490,,1,0,24/05/2019,26/05/2019
92,487,,1,0,25/05/2019,27/05/2019
93,447,,1,0,25/05/2019,26/05/2019
94,309,,1,0,24/05/2019,26/05/2019
95,19,,1,0,24/05/2019,26/05/2019
96,201,,1,0,25/05/2019,26/05/2019
97,32,,1,0,24/05/2019,26/05/2019
98,814,,1,0,25/05/2019,27/05/2019
99,1191,,1,0,24/05/2019,27/05/2019
100,627,,1,0,24/05/2019,27/05/2019
101,838,,1,0,24/05/2019,27/05/2019
102,1057,,1,0,25/05/2019,27/05/2019
103,252,,1,0,24/05/2019,26/05/2019
104,174,,1,0,24/05/2019,27/05/2019
105,1150,,1,0,25/05/2019,27/05/2019
106,1038,,1,0,24/05/2019,27/05/2019
107,466,,1,0,25/05/2019,26/05/2019
108,378,,1,0,25/05/2019,26/05/2019
109,486,,1,0,25/05/2019,26/05/2019
110,1152,,1,0,24/05/2019,27/05/2019
111,309,,1,0,25/05/2019,26/05/2019
112,326,,1,0,24/05/2019,27/05/2019
113,1200,,1,0,25/05/2019,27/05/2019
114,247,,1,0,24/05/2019,27/05/2019
115,589,,1,0,24/05/2019,26/05/2019
116,766,,1,0,24/05/2019,26/05/2019
117,928,,1,0,24/05/2019,27/05/2019
118,1153,,1,0,25/05/2019,27/05/2019
119,804,,1,0,24/05/2019,27/05/2019
120,623,,1,0,25/05/2019,26/05/2019
121,796,,1,0,24/05/2019,26/05/2019
122,1195,,1,0,25/05/2019,27/05/2019
123,471,,1,0,24/05/2019,27/05/2019
124,1063,,1,0,25/05/2019,26/05/2019
125,1192,,1,0,25/05/2019,26/05/2019
126,1083,,1,0,24/05/2019,27/05/2019
127,710,,1,0,24/05/2019,26/05/2019
128,345,,1,0,24/05/2019,26/05/2019
129,556,,1,0,25/05/2019,26/05/2019
130,115,,1,0,24/05/2019,26/05/2019
131,193,,1,0,24/05/2019,27/05/2019
132,705,,1,0,24/05/2019,27/05/2019
133,615,,1,0,24/05/2019,27/05/2019
134,1105,,1,0,25/05/2019,27/05/2019
135,147,,1,0,25/05/2019,27/05/2019
136,633,,1,0,25/05/2019,27/05/2019
137,533,,1,0,25/05/2019,27/05/2019
138,620,,1,0,24/05/2019,26/05/2019
139,968,,1,0,24/05/2019,27/05/2019
140,391,,1,0,24/05/2019,27/05/2019
141,1037,,1,0,25/05/2019,27/05/2019
142,35,,1,0,24/05/2019,27/05/2019
143,981,,1,0,24/05/2019,27/05/2019
144,285,,1,0,24/05/2019,27/05/2019
145,867,,1,0,24/05/2019,26/05/2019
146,666,,1,0,25/05/2019,26/05/2019
147,1186,,1,0,25/05/2019,27/05/2019
148,178,,1,0,25/05/2019,26/05/2019
149,714,,1,0,24/05/2019,27/05/2019
150,1030,,1,0,25/05/2019,27/05/2019
151,44,,1,0,24/05/2019,27/05/2019
152,787,,1,0,25/05/2019,26/05/2019
153,911,,1,0,25/05/2019,26/05/2019
154,453,,1,0,25/05/2019,26/05/2019
155,274,,1,0,24/05/2019,26/05/2019
156,1119,,1,0,24/05/2019,26/05/2019
157,172,,1,0,25/05/2019,27/05/2019
158,437,,1,0,25/05/2019,26/05/2019
159,63,,1,0,25/05/2019,27/05/2019
160,876,,1,0,24/05/2019,27/05/2019
161,438,,1,0,24/05/2019,27/05/2019
162,218,,1,0,25/05/2019,26/05/2019
163,852,,1,0,25/05/2019,26/05/2019
164,495,,1,0,25/05/2019,27/05/2019
165,915,,1,0,25/05/2019,26/05/2019
166,945,,1,0,24/05/2019,27/05/2019
167,115,,1,0,25/05/2019,27/05/2019
168,811,,1,0,24/05/2019,27/05/2019
169,773,,1,0,25/05/2019,26/05/2019
170,385,,1,0,25/05/2019,26/05/2019
171,1112,,1,0,25/05/2019,26/05/2019
172,954,,1,0,24/05/2019,27/05/2019
173,1043,,1,0,25/05/2019,27/05/2019
174,432,,1,0,25/05/2019,27/05/2019
175,903,,1,0,24/05/2019,26/05/2019
176,859,,1,0,25/05/2019,26/05/2019
177,459,,1,0,24/05/2019,27/05/2019
178,46,,1,0,24/05/2019,27/05/2019
179,887,,1,0,24/05/2019,27/05/2019
180,228,,1,0,25/05/2019,27/05/2019
181,473,,1,0,24/05/2019,26/05/2019
182,634,,1,0,24/05/2019,27/05/2019
183,452,,1,0,24/05/2019,26/05/2019
184,361,,1,0,24/05/2019,27/05/2019
185,705,,1,0,25/05/2019,26/05/2019
186,824,,1,0,25/05/2019,27/05/2019
187,749,,1,0,25/05/2019,26/05/2019
188,338,,1,0,24/05/2019,26/05/2019
189,13,,1,0,24/05/2019,27/05/2019
190,851,,1,0,24/05/2019,26/05/2019
191,525,,1,0,25/05/2019,27/05/2019
192,493,,1,0,24/05/2019,27/05/2019
193,210,,1,0,25/05/2019,26/05/2019
194,689,,1,0,25/05/2019,26/05/2019
195,203,,1,0,25/05/2019,26/05/2019
196,1146,,1,0,25/05/2019,26/05/2019
197,407,,1,0,24/05/2019,27/05/2019
198,987,,1,0,25/05/2019,27/05/2019
199,1174,,1,0,24/05/2019,27/05/2019
200,892,,1,0,25/05/2019,27/05/2019
201,38,,1,0,24/05/2019,27/05/2019
202,988,,1,0,24/05/2019,27/05/2019
203,108,,1,0,24/05/2019,26/05/2019
204,980,,1,0,24/05/2019,27/05/2019
205,581,,1,0,24/05/2019,26/05/2019
206,166,,1,0,25/05/2019,27/05/2019
207,709,,1,0,24/05/2019,27/05/2019
208,1047,,1,0,24/05/2019,27/05/2019
209,1113,,1,0,25/05/2019,27/05/2019
210,1065,,1,0,25/05/2019,26/05/2019
211,403,,1,0,25/05/2019,27/05/2019
212,986,,1,0,24/05/2019,26/05/2019
213,606,,1,0,24/05/2019,27/05/2019
214,208,,1,0,24/05/2019,27/05/2019
215,703,,1,0,24/05/2019,27/05/2019
216,833,,1,0,24/05/2019,27/05/2019
217,15,,1,0,24/05/2019,26/05/2019
218,706,,1,0,24/05/2019,27/05/2019
219,61,,1,0,25/05/2019,27/05/2019
220,524,,1,0,25/05/2019,26/05/2019
221,822,,1,0,24/05/2019,27/05/2019
222,805,,1,0,25/05/2019,27/05/2019
223,318,,1,0,24/05/2019,27/05/2019
224,893,,1,0,24/05/2019,26/05/2019
225,1054,,1,0,24/05/2019,26/05/2019
226,1014,,1,0,24/05/2019,26/05/2019
227,544,,1,0,25/05/2019,27/05/2019
228,74,,1,0,24/05/2019,27/05/2019
229,833,,1,0,25/05/2019,27/05/2019
230,1089,,1,0,24/05/2019,27/05/2019
231,576,,1,0,24/05/2019,26/05/2019
232,238,,1,0,25/05/2019,27/05/2019
233,499,,1,0,25/05/2019,26/05/2019
234,539,,1,0,25/05/2019,26/05/2019
235,1103,,1,0,25/05/2019,27/05/2019
236,763,,1,0,25/05/2019,27/05/2019
237,12,,1,0,25/05/2019,26/05/2019
238,1030,,1,0,24/05/2019,27/05/2019
239,1046,,1,0,25/05/2019,26/05/2019
240,777,,1,0,24/05/2019,27/05/2019
241,1138,,1,0,24/05/2019,26/05/2019
242,653,,1,0,24/05/2019,26/05/2019
243,970,,1,0,24/05/2019,26/05/2019
244,781,,1,0,25/05/2019,27/05/2019
245,235,,1,0,25/05/2019,27/05/2019
246,1149,,1,0,25/05/2019,26/05/2019
247,584,,1,0,24/05/2019,26/05/2019
248,1138,,1,0,25/05/2019,26/05/2019
249,445,,1,0,25/05/2019,27/05/2019
250,822,,1,0,24/05/2019,27/05/2019
251,1004,,1,0,24/05/2019,26/05/2019
252,1194,,1,0,24/05/2019,27/05/2019
253,1073,,1,0,25/05/2019,26/05/2019
254,591,,1,0,24/05/2019,27/05/2019
255,794,,1,0,25/05/2019,26/05/2019
256,899,,1,0,24/05/2019,26/05/2019
257,324,,1,0,25/05/2019,26/05/2019
258,744,,1,0,25/05/2019,26/05/2019
259,32,,1,0,25/05/2019,27/05/2019
260,426,,1,0,25/05/2019,26/05/2019
261,766,,1,0,24/05/2019,27/05/2019
262,1045,,1,0,24/05/2019,26/05/2019
263,438,,1,0,25/05/2019,26/05/2019
264,588,,1,0,24/05/2019,26/05/2019
265,326,,1,0,25/05/2019,27/05/2019
266,216,,1,0,24/05/2019,26/05/2019
267,643,,1,0,24/05/2019,27/05/2019
268,115,,1,0,24/05/2019,27/05/2019
269,1016,,1,0,25/05/2019,27/05/2019
270,342,,1,0,25/05/2019,27/05/2019
271,480,,1,0,24/05/2019,26/05/2019
272,1172,,1,0,25/05/2019,26/05/2019
273,90,,1,0,25/05/2019,26/05/2019
274,1089,,1,0,25/05/2019,26/05/2019
275,1085,,1,0,24/05/2019,26/05/2019
276,1017,,1,0,24/05/2019,27/05/2019
277,705,,1,0,25/05/2019,27/05/2019
278,642,,1,0,25/05/2019,26/05/2019
279,172,,1,0,24/05/2019,26/05/2019
280,998,,1,0,24/05/2019,27/05/2019
281,1108,,1,0,24/05/2019,27/05/2019
282,386,,1,0,25/05/2019,27/05/2019
283,618,,1,0,25/05/2019,27/05/2019
284,264,,1,0,24/05/2019,27/05/2019
285,1189,,1,0,25/05/2019,27/05/2019
286,19,,1,0,24/05/2019,26/05/2019
287,882,,1,0,25/05/2019,27/05/2019
288,483,,1,0,24/05/2019,26/05/2019
289,571,,1,0,24/05/2019,27/05/2019
290,1134,,1,0,24/05/2019,26/05/2019
291,367,,1,0,24/05/2019,26/05/2019
292,440,,1,0,24/05/2019,26/05/2019
293,478,,1,0,24/05/2019,26/05/2019
294,162,,1,0,24/05/2019,26/05/2019
295,1068,,1,0,24/05/2019,26/05/2019
296,1161,,1,0,24/05/2019,27/05/2019
297,387,,1,0,25/05/2019,26/05/2019
298,588,,1,0,24/05/2019,26/05/2019
299,40,,1,0,25/05/2019,26/05/2019
300,402,,1,0,25/05/2019,26/05/2019
301,731,,1,0,24/05/2019,26/05/2019
302,802,,1,0,25/05/2019,27/05/2019
303,898,,1,0,25/05/2019,27/05/2019
304,336,,1,0,24/05/2019,26/05/2019
305,742,,1,0,24/05/2019,27/05/2019
306,994,,1,0,25/05/2019,26/05/2019
307,752,,1,0,25/05/2019,26/05/2019
308,485,,1,0,24/05/2019,27/05/2019
309,998,,1,0,24/05/2019,27/05/2019
310,988,,1,0,24/05/2019,27/05/2019
311,514,,1,0,24/05/2019,26/05/2019
312,976,,1,0,25/05/2019,26/05/2019
313,676,,1,0,25/05/2019,27/05/2019
314,776,,1,0,24/05/2019,26/05/2019
315,505,,1,0,25/05/2019,26/05/2019
316,1036,,1,0,25/05/2019,27/05/2019
317,230,,1,0,24/05/2019,26/05/2019
318,20,,1,0,24/05/2019,26/05/2019
319,250,,1,0,24/05/2019,26/05/2019
320,296,,1,0,24/05/2019,26/05/2019
321,861,,1,0,24/05/2019,27/05/2019
322,1092,,1,0,25/05/2019,27/05/2019
323,390,,1,0,24/05/2019,27/05/2019
324,1114,,1,0,24/05/2019,26/05/2019
325,1091,,1,0,25/05/2019,26/05/2019
326,745,,1,0,25/05/2019,26/05/2019
327,595,,1,0,24/05/2019,27/05/2019
328,54,,1,0,24/05/2019,26/05/2019
329,447,,1,0,25/05/2019,26/05/2019
330,632,,1,0,25/05/2019,27/05/2019
331,242,,1,0,24/05/2019,26/05/2019
332,886,,1,0,25/05/2019,26/05/2019
333,586,,1,0,25/05/2019,26/05/2019
334,249,,1,0,25/05/2019,27/05/2019
335,10,,1,0,24/05/2019,26/05/2019
336,220,,1,0,24/05/2019,26/05/2019
337,560,,1,0,25/05/2019,27/05/2019
338,1022,,1,0,24/05/2019,26/05/2019
339,21,,1,0,25/05/2019,27/05/2019
340,776,,1,0,25/05/2019,26/05/2019
341,644,,1,0,24/05/2019,26/05/2019
342,40,,1,0,24/05/2019,26/05/2019
343,1004,,1,0,24/05/2019,27/05/2019
344,428,,1,0,24/05/2019,27/05/2019
345,928,,1,0,24/05/2019,27/05/2019
346,1101,,1,0,24/05/2019,27/05/2019
347,647,,1,0,24/05/2019,26/05/2019
348,290,,1,0,25/05/2019,26/05/2019
349,77,,1,0,24/05/2019,26/05/2019
350,955,,1,0,25/05/2019,27/05/2019
351,355,,1,0,24/05/2019,27/05/2019
352,285,,1,0,24/05/2019,26/05/2019
353,400,,1,0,24/05/2019,26/05/2019
354,621,,1,0,25/05/2019,26/05/2019
355,770,,1,0,25/05/2019,27/05/2019
356,962,,1,0,24/05/2019,26/05/2019
357,442,,1,0,24/05/2019,27/05/2019
358,1077,,1,0,25/05/2019,26/05/2019
359,895,,1,0,25/05/2019,27/05/2019
360,744,,1,0,25/05/2019,27/05/2019
361,459,,1,0,25/05/2019,26/05/2019
362,655,,1,0,24/05/2019,26/05/2019
363,593,,1,0,24/05/2019,26/05/2019
364,160,,1,0,24/05/2019,26/05/2019
365,1033,,1,0,24/05/2019,27/05/2019
366,918,,1,0,25/05/2019,27/05/2019
367,955,,1,0,25/05/2019,27/05/2019
368,603,,1,0,24/05/2019,26/05/2019
369,273,,1,0,24/05/2019,27/05/2019
370,261,,1,0,25/05/2019,27/05/2019
371,227,,1,0,25/05/2019,26/05/2019
372,1196,,1,0,24/05/2019,26/05/2019
373,526,,1,0,25/05/2019,26/05/2019
374,1133,,1,0,25/05/2019,27/05/2019
375,659,,1,0,24/05/2019,27/05/2019
376,552,,1,0,25/05/2019,26/05/2019
377,994,,1,0,24/05/2019,27/05/2019
378,69,,1,0,24/05/2019,27/05/2019
379,718,,1,0,25/05/2019,27/05/2019
380,667,,1,0,24/05/2019,27/05/2019
381,313,,1,0,25/05/2019,26/05/2019
382,20,,1,0,25/05/2019,26/05/2019
383,992,,1,0,24/05/2019,27/05/2019
384,1028,,1,0,24/05/2019,27/05/2019
385,58,,1,0,25/05/2019,26/05/2019
386,963,,1,0,25/05/2019,26/05/2019
387,596,,1,0,25/05/2019,26/05/2019
388,680,,1,0,24/05/2019,27/05/2019
389,41,,1,0,25/05/2019,26/05/2019
390,702,,1,0,24/05/2019,27/05/2019
391,625,,1,0,24/05/2019,27/05/2019
392,886,,1,0,24/05/2019,27/05/2019
393,968,,1,0,24/05/2019,27/05/2019
394,711,,1,0,25/05/2019,26/05/2019
395,300,,1,0,24/05/2019,27/05/2019
396,285,,1,0,24/05/2019,27/05/2019
397,186,,1,0,24/05/2019,27/05/2019
398,996,,1,0,24/05/2019,27/05/2019
399,603,,1,0,25/05/2019,26/05/2019
400,564,,1,0,24/05/2019,26/05/2019
401,743,,1,0,25/05/2019,26/05/2019
402,120,,1,0,24/05/2019,26/05/2019
403,735,,1,0,25/05/2019,27/05/2019
404,1173,,1,0,24/05/2019,26/05/2019
405,395,,1,0,25/05/2019,27/05/2019
406,512,,1,0,24/05/2019,26/05/2019
407,903,,1,0,24/05/2019,27/05/2019
408,537,,1,0,24/05/2019,26/05/2019
409,306,,1,0,24/05/2019,26/05/2019
410,559,,1,0,25/05/2019,27/05/2019
411,502,,1,0,24/05/2019,26/05/2019
412,560,,1,0,24/05/2019,26/05/2019
413,614,,1,0,24/05/2019,27/05/2019
414,958,,1,0,25/05/2019,26/05/2019
415,757,,1,0,25/05/2019,26/05/2019
416,552,,1,0,25/05/2019,27/05/2019
417,586,,1,0,24/05/2019,26/05/2019
418,244,,1,0,24/05/2019,27/05/2019
419,267,,1,0,24/05/2019,26/05/2019
420,911,,1,0,24/05/2019,26/05/2019
421,329,,1,0,24/05/2019,27/05/2019
422,2,,1,0,24/05/2019,26/05/2019
423,545,,1,0,24/05/2019,27/05/2019
424,618,,1,0,25/05/2019,27/05/2019
425,204,,1,0,24/05/2019,27/05/2019
426,521,,1,0,25/05/2019,27/05/2019
427,204,,1,0,25/05/2019,27/05/2019
428,432,,1,0,24/05/2019,26/05/2019
429,1151,,1,0,24/05/2019,27/05/2019
430,880,,1,0,25/05/2019,26/05/2019
431,960,,1,0,25/05/2019,26/05/2019
432,261,,1,0,25/05/2019,26/05/2019
433,142,,1,0,24/05/2019,27/05/2019
434,127,,1,0,24/05/2019,27/05/2019
435,778,,1,0,25/05/2019,27/05/2019
436,577,,1,0,24/05/2019,26/05/2019
437,276,,1,0,25/05/2019,26/05/2019
438,270,,1,0,24/05/2019,26/05/2019
439,242,,1,0,24/05/2019,27/05/2019
440,17,,1,0,24/05/2019,26/05/2019
441,644,,1,0,24/05/2019,27/05/2019
442,88,,1,0,25/05/2019,26/05/2019
443,611,,1,0,24/05/2019,26/05/2019
444,1099,,1,0,25/05/2019,27/05/2019
445,1029,,1,0,24/05/2019,26/05/2019
446,58,,1,0,24/05/2019,26/05/2019
447,191,,1,0,25/05/2019,26/05/2019
448,1062,,1,0,24/05/2019,27/05/2019
449,1142,,1,0,25/05/2019,27/05/2019
450,219,,1,0,24/05/2019,26/05/2019
451,1086,,1,0,24/05/2019,26/05/2019
